schema_version,evidence_id,action_id,action_name,sector,component,source_id,source_title,pdf_page,printed_page,quote_verbatim,quote_language,indicator_ids_addressed,indicator_names_addressed,direction,quantified_value,support_scope,maladaptation_signal,extraction_run_id,review_status,reviewed_by,reviewed_at,review_note
0.3.0,ev_6a81de6f3eee0157,ipcc_0096,Strengthen climate resilience in farming and fisheries,water_resources,vulnerability,WR_SRC_010,Water Security and Climate Change: Insights from Country Climate and Development Reports,14,,"Smart agriculture, drip irrigation, agricultural research, reservoir management, and water availability forecast systems. Emergency response and alerts, digital infrastructure and apps. Surface water and underwater unmanned vehicles that monitor changes in climate and marine ecosystems.",en,32,Drought-related prevention actions,supports,,whole_action,false,all_sectors_evidence_2026-08-30,proposed,,,
0.3.0,ev_14873bf077a780b6,ipcc_0098,"Increase resilience by improving access to food, improving livelihoods and promoting dietary shifts and food waste reduction",water_resources,vulnerability,WR_SRC_002,"Climate Change 2022: Impacts, Adaptation and Vulnerability — Chapter 4: Water",74,624,"Migration and livelihood diversification is often an adaptation response to water-related hazards and involves securing income sources away from agriculture, including off-farm employment and temporary or permanent migration, and these are particularly important in Asia and Africa. Income and remittances are sometimes re-invested, for instance, for crop diversification.",en,21 | 22 | 41 | 43 | 44,Average per capita water consumption | Water balance for agriculture | Agricultural participation in GDP | Income not affected by water prices | Income greater than two minimum wages,supports,,whole_action,false,all_sectors_evidence_2026-08-30,proposed,,,
0.3.0,ev_55146a2236611632,ipcc_0099,Increase Water Capture and Storage,water_resources,vulnerability,WR_SRC_002,"Climate Change 2022: Impacts, Adaptation and Vulnerability — Chapter 4: Water",93,643,"Sand dams increase groundwater storage in riverbanks by up to 40%, which is maintained throughout the year.",en,40,Underground storage potential,supports,"up to 40% increase in groundwater storage in riverbanks, maintained throughout the year",partial_action,false,water_resources_pilot_2026-08-28,proposed,,,
0.3.0,ev_0d6fda9199f75b2f,ipcc_0099,Increase Water Capture and Storage,water_resources,vulnerability,WR_SRC_003,Plano Nacional de Segurança Hídrica,37,35,"Cabe ressaltar também a importância relativa dos reservatórios, que aportam às suas áreas de influência uma resiliência maior aos eventos extremos de secas, elevando a segurança hídrica dessas regiões.",pt,39,Artificial reserve,supports,,partial_action,false,water_resources_pilot_2026-08-28,proposed,,,
0.3.0,ev_40fece6d8cd2fae8,ipcc_0099,Increase Water Capture and Storage,water_resources,vulnerability,WR_SRC_007,Guidance on Water and Adaptation to Climate Change,35,21,"Inappropriately designed adaptation can also damage other policy areas, such as energy, health, food security and nature conservation. For instance, the increased use of reservoirs may under some conditions create breeding grounds for vector-borne diseases;",en,24 | 39,Diseases due to inadequate sanitation | Artificial reserve,contradicts,,partial_action,true,water_resources_pilot_2026-08-28,proposed,,,
0.3.0,ev_55210ed86fc5c9df,ipcc_0100,Improve Efficient water use/demand,water_resources,vulnerability,WR_SRC_010,Water Security and Climate Change: Insights from Country Climate and Development Reports,3,,"Demand-side management often proves to be more cost-effective in addressing water supply shortages than investing in supply-side solutions. Effective water demand management involves adjusting water tariffs to reflect the true value of water in water allocation and use, increasing consumer awareness, and strengthening regulations and technologies to improve water use efficiency.",en,20 | 21 | 22 | 23 | 33 | 40,Inefficiency in water distribution | Average per capita water consumption | Water balance for agriculture | Water balance for industry | Alternatives to water supply | Underground storage potential,supports,,whole_action,false,all_sectors_evidence_2026-08-30,proposed,,,
0.3.0,ev_81af63f4fa156bff,ipcc_0101,Improve urban water management,water_resources,vulnerability,WR_SRC_002,"Climate Change 2022: Impacts, Adaptation and Vulnerability — Chapter 4: Water",82,632,"NbS have been used for stormwater management by combining water purification and retention functions. NbS have also been used to mitigate impacts from high-impact extreme precipitation events by integrating large-scale NbS investment plans into urban planning in cities like New York and Copenhagen, highlighting the importance of blended finance and investment (including insurance) to mainstream NbS investments. In summary, there is growing evidence on NbS effectiveness as an adaptation measure and its critical role for transformative adaptation to address climate change water-related hazards and water security (medium evidence, high agreement).",en,25 | 30 | 39,Water quality | Municipal basic sanitation plan | Artificial reserve,supports,,whole_action,false,all_sectors_evidence_2026-08-30,proposed,,,
0.3.0,ev_5867bf984070e4b1,ipcc_0101,Improve urban water management,water_resources,vulnerability,WR_SRC_003,Plano Nacional de Segurança Hídrica,29,27,"A tendência atual na prevenção e mitigação dos riscos de inundações graduais é a de implementar uma combinação de medidas de proteção estrutural e medidas não estruturais, com o intuito de conciliar as funções de armazenamento e escoamento das águas no sistema de drenagem com o espaço disponível e as necessidades relacionadas à ocupação humana sustentável.",pt,24 | 25 | 30 | 39,Diseases due to inadequate sanitation | Water quality | Municipal basic sanitation plan | Artificial reserve,supports,,partial_action,false,all_sectors_evidence_2026-08-30,proposed,,,
0.3.0,ev_25fa38cd0b47c10c,ipcc_0101,Improve urban water management,water_resources,vulnerability,WR_SRC_010,Water Security and Climate Change: Insights from Country Climate and Development Reports,13,,"Closing the water supply gap requires infrastructure investment but also policy, institutional, and regulatory reforms to improve irrigation and water supply and sanitation services and to increase their financial sustainability. Such measures include strengthening joint regional institutions for water operations, planning, and climate adaptation, and strengthening work to achieve universal provision of water, sanitation, and hygiene.",en,19 | 20 | 21 | 24 | 25 | 30 | 33 | 39 | 40,Inefficiency in water production | Inefficiency in water distribution | Average per capita water consumption | Diseases due to inadequate sanitation | Water quality | Municipal basic sanitation plan | Alternatives to water supply | Artificial reserve | Underground storage potential,supports,,partial_action,false,all_sectors_evidence_2026-08-30,proposed,,,
0.3.0,ev_b2e6df8b0cb15862,ipcc_0102,Facilitate seasonal and temporary mobility strategies,water_resources,exposure,WR_SRC_002,"Climate Change 2022: Impacts, Adaptation and Vulnerability — Chapter 4: Water",81,631,"Some adaptation options, such as water conservation, storage and infrastructure, voluntary migration, planned relocation due to flood risk/sea level rise, and international water treaties, can reduce vulnerability.",en,45 | 46 | 47,Population density | Urban users exposed | Exposed rural users,supports,,whole_action,false,all_sectors_evidence_2026-08-30,proposed,,,
0.3.0,ev_866161d92c177d70,ipcc_0103,Strengthen cooperative climate governance,water_resources,vulnerability,WR_SRC_002,"Climate Change 2022: Impacts, Adaptation and Vulnerability — Chapter 4: Water",7,557,"Water adaptation policies enabled through ethical co-production between holders of Indigenous knowledge, local knowledge and technical knowledge, through cooperation and coordinated actions among multiple actors, including women and all marginalised groups, at various levels of governance is needed for effective transitions towards climate resilient development (medium confidence).",en,31 | 32 | 34 | 35 | 36,Level of activity in basin committees | Drought-related prevention actions | Investments in water resources | Investments in adaptation policies | Resilient cities program,supports,,partial_action,false,all_sectors_evidence_2026-08-30,proposed,,,
0.3.0,ev_2e8f2697928bb684,ipcc_0104,Plan and support permanent climate‑related migration,water_resources,exposure,WR_SRC_002,"Climate Change 2022: Impacts, Adaptation and Vulnerability — Chapter 4: Water",75,625,"While there is extensive documentation on the benefits of migration, the quality of studies is such that links between migration and subsequent benefits are not clear, making our conclusion of benefits from this measure as having medium confidence. On the other hand, there is more rigorous evidence on the maladaptive nature of migration as an adaptation measure (Figure FAQ4.4.1).",en,45 | 46 | 47,Population density | Urban users exposed | Exposed rural users,qualifies,,whole_action,true,water_resources_exposure_2026-08-28,proposed,,,
